date,video_id,views,revenue_usd,cpm_usd,country_top
2026-03-01,49,13,0.0226,3.2605,"{""US"": 0.4752, ""IN"": 0.2042, ""BR"": 0.1093, ""GB"": 0.1092, ""DE"": 0.1021}"
2026-03-01,50,17,0.0288,3.2417,"{""US"": 0.4752, ""IN"": 0.2042, ""BR"": 0.1093, ""GB"": 0.1092, ""DE"": 0.1021}"
2026-03-02,1,35,0.1533,9.8204,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,4,28,0.1241,10.1345,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,6,154,0.7027,9.487,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,7,44,0.2012,9.3169,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,8,40,0.1781,9.5899,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,9,35,0.167,9.1155,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,10,76,0.3381,9.2197,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,12,54,0.2727,9.6143,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,13,19,0.0822,9.1199,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,15,51,0.2311,10.5226,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,17,78,0.0858,3.4452,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,18,54,0.0707,3.1529,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,19,57,0.0694,3.6442,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,20,62,0.0673,3.481,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,21,42,0.0456,3.7402,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,22,57,0.066,3.2874,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,23,976,1.051,3.4333,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,25,64,0.0734,3.4985,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,27,69,0.0813,3.623,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,28,49,0.0572,3.6012,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,29,65,0.0776,3.4113,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,31,55,0.0602,3.4616,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,32,60,0.0681,3.4965,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,34,239,0.0806,0.6124,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,35,229,0.0796,0.5898,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,36,222,0.0744,0.618,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,37,295,0.1031,0.5739,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,42,1039,0.3764,0.5419,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,43,273,0.0957,0.5929,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,45,20,0.0717,6.8824,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,47,27,0.0908,7.2415,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,48,37,0.1318,6.6619,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,49,31,0.0533,3.6741,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-02,50,23,0.0409,3.702,"{""US"": 0.4802, ""IN"": 0.2142, ""BR"": 0.0811, ""GB"": 0.0925, ""DE"": 0.1319}"
2026-03-03,1,50,0.2236,9.8252,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,4,30,0.1287,8.9743,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,6,92,0.4093,10.2449,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,7,18,0.0931,10.1152,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,8,39,0.1863,9.7722,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,9,24,0.1217,9.7069,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,10,73,0.3699,8.9534,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,12,48,0.2376,8.8829,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,13,30,0.1442,9.0337,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,15,44,0.1967,9.9755,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,17,55,0.0666,3.4209,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,18,81,0.0941,3.5131,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,19,49,0.0571,3.5401,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,20,45,0.052,3.5822,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,21,59,0.0676,3.6239,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,22,76,0.0843,3.2428,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,23,690,0.8208,3.311,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,25,56,0.0689,3.3272,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,27,50,0.0556,3.5688,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,28,67,0.0743,3.6584,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,29,66,0.0722,3.399,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,31,70,0.0854,3.8795,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,32,52,0.0668,3.639,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,34,261,0.0923,0.6662,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,35,289,0.1007,0.6238,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,36,311,0.1034,0.591,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,37,258,0.0849,0.5554,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,42,1039,0.345,0.5696,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,43,239,0.0866,0.6271,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,45,36,0.1292,6.9531,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,47,35,0.1223,6.8151,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,48,61,0.2211,6.5304,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,49,25,0.0437,3.5529,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-03,50,16,0.0271,3.325,"{""US"": 0.5499, ""IN"": 0.1892, ""BR"": 0.1049, ""GB"": 0.0624, ""DE"": 0.0935}"
2026-03-04,1,35,0.1579,9.3375,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,4,35,0.1489,9.3359,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,6,136,0.6434,9.1902,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,7,45,0.2125,9.3621,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,8,35,0.1684,10.0682,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,9,44,0.1881,9.7644,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,10,73,0.3607,9.4526,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,12,30,0.1338,8.8503,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,13,34,0.1525,9.1048,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,15,43,0.1812,9.7788,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,17,62,0.0781,3.78,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,18,67,0.0766,3.5817,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,19,60,0.0743,3.6326,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,20,57,0.0648,3.4071,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,21,55,0.0667,3.3901,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,22,47,0.0547,3.0504,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,23,796,0.8835,3.6178,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,25,63,0.0692,3.5549,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,27,60,0.0675,3.2099,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,28,51,0.0537,3.5082,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,29,62,0.0749,3.3783,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,31,39,0.0432,3.5064,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,32,57,0.0689,3.3776,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,34,262,0.0884,0.5752,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,35,235,0.0859,0.6324,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,36,226,0.0791,0.666,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,37,272,0.0939,0.614,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,42,975,0.3741,0.5824,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,43,262,0.0904,0.579,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,45,28,0.0943,7.0659,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,47,44,0.1412,6.9868,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,48,47,0.1652,6.9191,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
2026-03-04,49,18,0.0348,3.3903,"{""US"": 0.4865, ""IN"": 0.2054, ""BR"": 0.0878, ""GB"": 0.1295, ""DE"": 0.0908}"
